LocusTag,Gene,Length,description,pI,mw,proteinLength,function,product,essential,ec,names,,,
BSU04930,conD,522,part of the ICEBs1 conjugation machinery,9.91,20.5533,174,conjugative transfer of ICEBs1,part of the ICEBs1 conjugation machinery,no,,"conD,yddD",,,
BSU19290,yozO,342,unknown,8.44,12.9983,114,unknown,unknown,no,,yozO,,,
new_2325774_2325853,S836,80,"new RNA feature, 5'UTR of kduI
",,,,,5'UTR of kduI,,,S836,,,
new_3568195_3568456_c,S1322,262,"new RNA feature, intergenic region
",,,,,intergenic region,,,S1322,,,
BSU27660,comN,294,mediates post-transcriptional control of [[gene|comEA|comE]] operon expression,4.62,11.4473,98,regulation of competence and DNA uptake,post-transcriptional regulator of [[gene|comEA|comE]] expression,no,,"comN,yrzD",,,
new_2412975_2413587,S876,613,"new RNA feature, 3'UTR of serA
",,,,,3'UTR of serA,,,S876,,,
BSU09740,yheF,123,unknown,8.14,4.8556,41,unknown,unknown,no,,yheF,,,
new_528616_528703,S168,88,"new RNA feature, 5' of trnS-Asn
",,,,,5' of trnS-Asn,,,S168,,,
BSU27040,levG,825,"fructose-specific permease of the [SW|phosphotransferase systems|phosphotransferase system], EIID of the [[category|Phosphotransferase system|PTS]]",9.94,29.9354,275,fructose uptake and phosphorylation,"fructose-specific fructose-specific [[category|Phosphotransferase system|PTS]], EIID component",no,,levG,,,
new_988013_988416_c,S318,404,"new RNA feature, 3'UTR of yhcM
",,,,,3'UTR of yhcM,,,S318,,,
new_2119268_2119353,S750,86,"new RNA feature, 5'UTR of yojI
",,,,,5'UTR of yojI,,,S750,,,
BSU24150,mmgC,1134,acyl-CoA dehydrogenase,8.52,40.7109,378,mother cell metabolism,acyl-CoA dehydrogenase,no,,"mmgC,yqiN",,,
BSU37950,ywdI,315,unknown,4.87,11.6841,105,unknown,unknown,no,,"ywdI,ipa-59d",,,
new_613552_613640,S199,89,"new RNA feature, 5'UTR of ydgK
",,,,,5'UTR of ydgK,,,S199,,,
BSU12000,manR,1944,transcriptional activator of the manP-manA-yjdF operon,8.04,75.1297,648,regulation of mannose utilization,"transcriptional activator, PRD-type",no,,"manR,yjdC",,,
BSU04920,conC,246,part of the ICEBs1 conjugation machinery,7.91,8.9775,82,conjugative transfer of ICEBs1,part of the ICEBs1 conjugation machinery,no,,"conC,yddC",,,
BSU37870,spsE,1119,spore coat polysaccharide synthesis,5.23,40.7312,373,spore coat polysaccharide synthesis,unknown,no,,"spsE,ipa-67d",,,
new_532412_532652_c,S170,241,"new RNA feature, independent transcript
",,,,,independent transcript,,,S170,,,
BSU13810,ykvS,429,unknown,7.02,16.4708,143,unknown,unknown,no,,ykvS,,,
BSU22540,qcrC,765,"menaquinol:cytochrome c oxidoreductase (cytochrome b/c subunit), component of the cytochrome bc complex",7.17,28.0118,255,respiration,menaquinol:cytochrome c oxidoreductase (cytochrome b/c subunit),no,,"qcrC,bfcC,petD",,,
BSU25110,yqfU,879,unknown,6.26,32.3058,293,unknown,unknown,no,,yqfU,,,
new_1596301_1596473,S560,173,"new RNA feature, 5'UTR of ftsA
",,,,,5'UTR of ftsA,,,S560,,,
new_55707_55815,S32,109,"new RNA feature, intergenic region
",,,,,intergenic region,,,S32,,,
BSU36170,ywqL,714,endonuclease V,5.71,26.8287,238,DNA repair,endonuclease V,no,,ywqL,,,
BSU07690,yflG,747,methionine aminopeptidase,5.58,27.0615,249,removal of N-terminal methionine from nascent proteins,methionine aminopeptidase,no,,yflG,,,
BSU38400,epr,1935,"minor extracellular serine protease, involved in control of swarming motility {{PubMed|19416356}}",9.88,69.5176,645,protein degradation,minor extracellular serine protease,no,,"epr,ipa-15r",,,
BSU37640,lipL,843,GcvH : E2 amidotransferase,5.27,31.2718,281,lipoic acid metabolism,GcvH : E2 amidotransferase,no,2.3.1.204,"lipL,ipa-90d, ywfL",,,
BSU38360,ywbD,1188,unknown,9.18,44.2828,396,unknown,unknown,no,,"ywbD,ipa-19d",,,
BSU26260,yqaM,939,"similar to phage-related protein, skin-element",5.39,35.9829,313,unknown,unknown,no,,yqaM,,,
BSU40220,yydB,1443,unknown,4.99,56.2917,481,unknown,unknown,no,,yydB,,,
BSU06040,ydiM,378,unknown,10.13,13.691,126,unknown,unknown,no,,ydiM,,,
BSU01980,skfH,423,unknown,4.82,16.0801,141,unknown,unknown,no,,"skfH,ybdE",,,
BSU14830,ylaM,927,"glutaminase, high affinity for glutamine",5.68,33.8574,309,glutamine degradation,glutaminase,no,3.5.1.2,ylaM,,,
BSU26200,yqaS,717,similar to phage-related terminase,9.22,27.516,239,unknown,unknown,no,,yqaS,,,
BSU17830,yndM,537,[SW|sporulation ]protein,5.64,20.3079,179,unknown,unknown,no,,yndM,,,
new_2401843_2402036,S869,194,"new RNA feature, independent transcript
",,,,,independent transcript,,,S869,,,
BSU39860,aldX,1335,aldehyde dehydrogenase (NAD),4.84,49.4059,445,unknown,aldehyde dehydrogenase (NAD),no,1.2.1.3,"aldX,yxaS,yxbE",,,
BSU02290,psd,789,phosphatidylserine decarboxylase,7.27,29.5399,263,biosynthesis of phospholipids,phosphatidylserine decarboxylase,no,4.1.1.65,psd,,,
new_3440953_3441054_c,S1282,102,"new RNA feature, 5'UTR of cadA
",,,,,5'UTR of cadA,,,S1282,,,
BSU01280,rplE,537,ribosomal protein,9.96,20.0029,179,translation,ribosomal protein L5 (BL6),yes,,rplE,,,
new_1499752_1499838,S521,87,"new RNA feature, 5'UTR of yknU
",,,,,5'UTR of yknU,,,S521,,,
BSU_misc_RNA_25,BSU_misc_RNA_25,,,,,,,,,,BSU_misc_RNA_25,,,
BSU00800,yazB,207,similar to transcription regulator (Xre family),6.59,7.4165,69,unknown,unknown,no,,yazB,,,
new_3985282_3985350_c,S1490,69,"new RNA feature, intergenic region
",,,,,intergenic region,,,S1490,,,
new_2226061_2227296,S801,1236,"new RNA feature, 5'UTR of yonK
",,,,,5'UTR of yonK,,,S801,,,
BSU01610,feuC,1182,[SW|ABC transporter ]for the siderophores Fe-enterobactin and Fe-bacillibactin (integral membrane protein),10.44,42.9078,394,[SW|acquisition of iron],[SW|ABC transporter ]for the siderophores Fe-enterobactin and Fe-bacillibactin (integral membrane protein),no,,feuC,,,
BSU34970,yvoE,648,putative glycerol-3-phosphatase (has been mis-annotated as HPr-P phosphatase),4.49,23.8556,216,unknown,unknown,no,,"yvoE,hprP",,,
BSU13440,ykoY,972,"membrane protein, may be involved in manganese detoxification",9.73,35.3775,324,unknown,unknown,no,,ykoY,,,
new_2549645_2549774,S923,130,"new RNA feature, 5'UTR of yqhH
",,,,,5'UTR of yqhH,,,S923,,,
BSU06049,ydzV,357,"unknown, fragment of putative phage terminase",,,119,unknown,unknown,-,,ydzV,,,
BSU39660,yxdJ,687,"two-component response regulator (OmpR family), regulation of the ABC transporter YxdL-YxdM in response to the cationic antimicrobial peptide, LL-37",4.94,26.452,229,resistance against toxic peptides,two-component response regulator (OmpR family),no,,yxdJ,,,
,bsrF,,,,,,,,,,bsrF,,,
new_659222_659341_c,S215,120,"new RNA feature, 5'UTR of ydzW/7
",,,,,5'UTR of ydzW/7,,,S215,,,
BSU01210,rplV,339,ribosomal protein,11.23,12.3201,113,translation,ribosomal protein L22 (BL17),yes,,rplV,,,
BSU05020,phrI,117,response regulator aspartate phosphatase (RapI) regulator,8.91,4.0981,39,control of the transfer of the mobile genetic element ICEBs1,phosphatase (RapI) regulator,no,,phrI,,,
BSU26490,yrkJ,783,unknown,9.89,27.4181,261,unknown,unknown,no,,yrkJ,,,
BSU17110,pksD,888,"involved in polyketide synthesis, similar to loading acyltransferase",5.78,33.9116,296,polyketide synthesis,unknown,no,,pksD,,,
new_2599267_2599375_c,S946,109,"new RNA feature, 5'UTR of trmK
",,,,,5'UTR of trmK,,,S946,,,
new_3983174_3984118,S1489,945,"new RNA feature, 3'UTR of yxzE
",,,,,3'UTR of yxzE,,,S1489,,,
BSU35210,yvkA,1332,similar to multidrug-efflux transporter,9.91,47.6344,444,unknown,unknown,no,,yvkA,,,
BSU16610,ylxR,273,unknown,10.09,10.2714,91,unknown,unknown,no,,"ylxR,ymxB",,,
BSU17610,xylB,1497,xylulokinase,6.46,55.2487,499,utilization of xylan and xylose,xylulokinase,no,2.7.1.17,"xylB,yncA",,,
BSU19810,yodU,423,"N-terminal part of the split gene spsM (together with ypqP), spore envelope polysaccharide biosynthesis, in B. subtilis 168 the gene is disrupted by the SP-beta prophage",9.819,15,141,spore envelope polysaccharide biosynthesis,unknown,no,,"yodU,ypqP,spsM",,,
new_2722645_2722745,S999,101,"new RNA feature, 3'UTR of yrdQ
",,,,,3'UTR of yrdQ,,,S999,,,
new_3980704_3983186_c,S1488,2483,"new RNA feature, 3'UTR of yxkH
",,,,,3'UTR of yxkH,,,S1488,,,
BSU17170,pksI,747,involved in polyketide synthesis,5.61,27.8049,249,polyketide synthesis,unknown,no,,pksI,,,
BSU21350,cwlP,6855,"cell wall hydrolase of the SP-beta prophage region,",8.27,252.006,2285,cell wall turnover,cell wall hydrolase,no,,"cwlP,yomI",,,
BSU39310,yxiC,267,unknown,7.26,9.6622,89,unknown,unknown,no,,yxiC,,,
BSU37540,ywhB,186,similar to 4-oxalocrotonate tautomerase,5.2,7.009,62,unknown,unknown,no,,ywhB,,,
new_1518175_1519804_c,S526,1630,"new RNA feature, independent transcript
",,,,,independent transcript,,,S526,,,
new_4154502_4154694_c,S1553,193,"new RNA feature, 5'UTR of walR
",,,,,5'UTR of walR,,,S1553,,,
new_1899126_1899205_c,S638,80,"new RNA feature, 5'UTR of yncD
",,,,,5'UTR of yncD,,,S638,,,
new_2854627_2854844_c,S1059,218,"new RNA feature, intergenic region
",,,,,intergenic region,,,S1059,,,
BSU26620,yrdR,963,unknown,9.97,35.7575,321,unknown,unknown,no,,yrdR,,,
new_3718617_3718717,S1389,101,"new RNA feature, 3'UTR of ywrF
",,,,,3'UTR of ywrF,,,S1389,,,
new_3021166_3021232,S1122,67,"new RNA feature, 5'UTR of ytdI
",,,,,5'UTR of ytdI,,,S1122,,,
new_798340_798468,S251,129,"new RNA feature, 5'UTR of yfnH
",,,,,5'UTR of yfnH,,,S251,,,
BSU38930,yxjJ,261,"general stress protein, survival of ethanol, paraquat and salt stresses",8.44,10.4156,87,survival of stress conditions,unknown,no,,yxjJ,,,
BSU07550,yflT,345,"general stress protein, survival of ethanol  stress",4.806,12,115,survival of ethanol  stress,unknown,no,,yflT,,,
BSU21060,yonK,189,unknown,4.53,7.1371,63,unknown,unknown,no,,yonK,,,
BSU17150,pksG,1260,involved in polyketide synthesis,5.14,46.6167,420,polyketide synthesis,hydroxymethylglutaryl CoA synthase,no,,pksG,,,
BSU06380,yebC,801,unknown,9.57,30.4676,267,unknown,unknown,no,,yebC,,,
new_1518186_1518290,S527,105,"new RNA feature, intergenic region
",,,,,intergenic region,,,S527,,,
new_3239640_3239929,S1208,290,"new RNA feature, 5'UTR of nupN
",,,,,5'UTR of nupN,,,S1208,,,
new_4012758_4012865_c,S1507,108,"new RNA feature, 3'UTR of licT
",,,,,3'UTR of licT,,,S1507,,,
BSU19350,yocS,963,putative sodium-dependent transporter,10.18,34.0979,321,unknown,putative sodium-dependent transporter,no,,yocS,,,
new_2648688_2648796_c,S970,109,"new RNA feature, 5'UTR of yqeF
",,,,,5'UTR of yqeF,,,S970,,,
BSU13740,queE,729,"7-carboxy-7-deazaguanine (CDG) synthase, required for the synthesis of the modified ribonucleotide queuosine",4.96,26.9731,243,tRNA modification,7-carboxy-7-deazaguanine (CDG) synthase,no,,"queE,ykvL",,,
new_1485356_1485452,S516,97,"new RNA feature, intergenic region
",,,,,intergenic region,,,S516,,,
BSU13200,rsbRB,831,probably part of the stressosome,4.79,32.2345,277,control of SigB activity,RsbR paralog,no,,"rsbRB,ispU,ykoB",,,
BSU17480,ynzF,342,similar to delta-endotoxin,4.74,12.695,114,unknown,unknown,no,,ynzF,,,
BSU31210,rhaR,774,transcriptional regulator ([SW|DeoR family]) of the [[gene|rhaEW]]-[[gene|rhaR]]-[[gene|rhaB]]-[[gene|rhaM]]-[[gene|rhaA]] operon,7.37,28.704,258,control of rhamnose utilization,transcriptional regulator ([SW|DeoR family]),no,,"rhaR,yulB",,,
BSU02930,yceG,1611,"general stress protein, survival of ethanol  stress",5.96,62.6031,537,survival of ethanol  stress,unknown,no,,yceG,,,
BSU10510,yhjH,525,similar to transcriptional repressor ([SW|MarR family]),7.39,20.2788,175,unknown,unknown,no,,yhjH,,,
BSU39650,yxdK,975,"two-component sensor kinase, regulation of the [SW|ABC transporter] [[protein|YxdL]]-[[protein|YxdM]] in response to the cationic antimicrobial peptide, LL-37",6.23,37.8342,325,resistance against toxic peptides,two-component sensor kinase,no,,yxdK,,,
BSU32300,yutE,432,unknown,4.58,16.5082,144,unknown,unknown,no,,yutE,,,
new_3483888_3483998_c,S1303,111,"new RNA feature, 5'UTR of cggR
",,,,,5'UTR of cggR,,,S1303,,,
BSU32360,yunC,303,unknown,6.93,10.736,101,unknown,unknown,no,,yunC,,,
new_3545605_3545858,S1317,254,"new RNA feature, 3'UTR of cotR
",,,,,3'UTR of cotR,,,S1317,,,
new_984790_984900,S317,111,"new RNA feature, 5'UTR of yhcJ
",,,,,5'UTR of yhcJ,,,S317,,,
new_2740413_2740741,S1008,329,"new RNA feature, 5' of S1009
",,,,,5' of S1009,,,S1008,,,
BSU30330,ytvB,333,unknown,9.53,12.1073,111,unknown,unknown,no,,ytvB,,,
BSU31810,yuzE,387,unknown,5.72,14.6107,129,unknown,unknown,no,,yuzE,,,
BSU38800,yxkH,837,unknown,7.8,31.2563,279,unknown,unknown,no,,yxkH,,,
new_2569624_2570653,S931,1030,"new RNA feature, independent transcript
",,,,,independent transcript,,,S931,,,
BSU10250,lplJ,993,lipoate-protein ligase,5.84,37.8646,331,lipoic acid metabolism,Lipoate:protein ligase,no,,"lplJ,yhfJ",,,
BSU01400,rpmJ,111,ribosomal protein,10.82,4.1716,37,translation,ribosomal protein L36 (ribosomal protein B),no,,"rpmJ,rpmX",,,
BSU07370,yfmR,1887,similar to ABC transporter (ATP-binding protein),5,70.9415,629,unknown,ABC transporter (ATP-binding protein),no,,yfmR,,,
BSU26310,yqaH,255,"unknown, skin element",5.69,9.2701,85,unknown,unknown,no,,yqaH,,,
BSU25390,yqeZ,1311,"NfeD family protein NfeD1b, resistence protein (against sublancin), accessory role in resistance to cefuroxime",5.64,46.2999,437,resistance against sublancin,"NfeD family protein NfeD1b, serine protease",no,,yqeZ,,,
BSU16150,clpQ,543,two-component ATP-dependent protease,6.11,19.3333,181,protein degradation,two-component ATP-dependent protease,no,,"clpQ,hslV,codW",,,
BSU28900,pftB,693,pyruvate transporter,9.81,24.2501,231,uptake of pyruvate,pyruvate transporter,no,,"pftB,ysbB",,,
BSU34370,epsA,702,"extracellular polysaccharide synthesis, putative transmembrane modulator of EpsB activity, might activate EpsB autophosphorylation and substrate phosphorylation",6.07,25.7497,234,biofilm formation,unknown,no,,"epsA,yveK",,,
new_2601330_2601527_c,S952,198,"new RNA feature, intergenic region
",,,,,intergenic region,,,S952,,,
new_1228926_1229067,S411,142,"new RNA feature, 5'UTR of mecA
",,,,,5'UTR of mecA,,,S411,,,
BSU24570,gcvT,1086,aminomethyltransferase (glycine cleavage system protein T),5.73,39.6216,362,glycine utilization,aminomethyltransferase (glycine cleavage system protein T),no,2.1.2.10,"gcvT,yqhI",,,
new_342467_342537,S113,71,"new RNA feature, intergenic region
",,,,,intergenic region,,,S113,,,
new_1868453_1868560,S621,108,"new RNA feature, intergenic region
",,,,,intergenic region,,,S621,,,
BSU03020,ycgA,1188,unknown,8.24,41.3729,396,unknown,unknown,no,,ycgA,,,
new_3606777_3607493,S1339,717,"new RNA feature, 3'UTR of yvmA
",,,,,3'UTR of yvmA,,,S1339,,,
BSU03359,yczL,183,unknown,10.291,6.7,61,unknown,unknown,-,,yczL,,,
BSU22440,birA,975,trigger enzyme,6.77,36.0272,325,"regulation of biotin synthesis, addition of biotin to proteins",trigger enzyme,yes,6.3.4.15,birA,,,
BSU29180,pyk,1755,"pyruvate kinase, glycolytic enzyme",4.88,61.9991,585,catabolic enzyme in glycolysis,pyruvate kinase,no,2.7.1.40,"pyk,pykA",,,
BSU36680,ywmF,477,unknown,9.64,18.2883,159,unknown,unknown,no,,ywmF,,,
new_2435792_2435878_c,S886,87,"new RNA feature, 5'UTR of ppiB
",,,,,5'UTR of ppiB,,,S886,,,
BSU23480,dacF,1167,"penicillin-binding protein I, D-alanyl-D-alanine carboxypeptidase",9.91,43.1349,389,carboxypeptidase,"penicillin-binding protein I, D-alanyl-D-alanine carboxypeptidase",no,,dacF,,,
BSU25210,dnaG,1809,"DNA primase, part of the [SW|replisome]",6.71,68.624,603,[[category|DNA replication]],DNA primase,yes,2.7.7.-,dnaG,,,
BSU28470,lysC,1224,aspartokinase II (alpha and beta subunits),4.64,43.6459,408,biosynthesis of lysine,aspartokinase II (alpha and beta subunits),no,2.7.2.4,"lysC,ask, aecA",,,
BSU05890,ydhU/1,726,"similar to Mn catalase, inactive pseudogene in strain 168",,,242,unknown,unknown,no,,"ydhU/1,ydhU",,,
BSU04039,yczO,162,unknown,5,6,54,unknown,unknown,-,,yczO,,,
new_1291189_1291343,S448,155,"new RNA feature, 5'UTR of yjiB
",,,,,5'UTR of yjiB,,,S448,,,
BSU21300,yomM,999,unknown,8.26,39.1228,333,unknown,unknown,no,,yomM,,,
BSU23150,resA,543,"extracytoplasmic thioredoxin, cytochrome c biogenesis, reduces disulfide bonds in apo-cytochrome prior to the attachment of heme",8.37,20.7631,181,cytochrome c biogenesis,extracytoplasmic thioredoxin,no,,"resA,ypxA",,,
BSU30740,mntD,885,manganese [SW|ABC transporter] (permease),6.31,30.9057,295,manganese uptake,manganese [SW|ABC transporter] (permease),no,,"mntD,ytgD",,,
BSU23540,yqkK,213,unknown,11.38,7.954,71,unknown,unknown,no,,yqkK,,,
BSU09990,scoC,609,transcriptional repressor of genes expressed in the transition phase,5.19,23.5659,203,transition state regulator,transcriptional repressor ([SW|MarR family]),no,,"scoC,hpr,catA",,,
BSU25910,yqxH,420,"holin, skin element",8.55,15.5209,140,export of the phage murein hydrolases,holin,no,,"yqxH,yqdD",,,
BSU34830,yvzA,357,unknown,9.78,13.6635,119,unknown,unknown,no,,yvzA,,,
BSU23950,yqjA,966,unknown,8.74,36.9756,322,unknown,unknown,no,,yqjA,,,
BSU12539,ykzK,165,unknown PBSX prophage protein,8,6,55,unknown,unknown,-,,ykzK,,,
new_1534271_1535874,S534,1604,"new RNA feature, intergenic region
",,,,,intergenic region,,,S534,,,
BSU10690,gerPD,174,"spore germination protein, facilitates access of nutrient germinants to their cognate germinant receptors in spores’ inner membrane",3.97,6.1339,58,germination,unknown,no,,"gerPD,yisE",,,
BSU15100,ylbP,480,putative N-acetyltransferase,5.88,18.8957,160,unknown,putative N-acetyltransferase,no,,ylbP,,,
BSU37810,spsL,453,"dTDP -4-dehydrorhamnose-3,5-epimerase, spore coat polysaccharide synthesis",4.88,17.5404,151,"rhamnose biosynthesis, spore coat polysaccharide synthesis","dTDP -4-dehydrorhamnose-3,5-epimerase",no,5.1.3.13,"spsL,ipa-73d",,,
BSU_rRNA_23,rrnI-16S,,16S rRNA,,,,translation,ribosomal RNA-16S,no,,rrnI-16S,,,
new_4140150_4140220_c,S1549,71,"new RNA feature, 5'UTR of yycN
",,,,,5'UTR of yycN,,,S1549,,,
BSU07850,yfkM,516,"glyoxalase III-like enzyme, general stress protein, survival of salt, paraquat and ethanol  stresses",4.72,18.7196,172,detoxification of methylglyoxal,glyoxalase III-like enzyme,no,,yfkM,,,
BSU23520,fur,447,"transcription regulator of iron homoeostasis, sensor of Fe sufficiency",5.37,17.2572,149,regulation of iron homoeostasis,transcriptional repressor Fur family,no,,"fur,yqkL",,,
new_2879714_2879844_c,S1065,131,"new RNA feature, 5'UTR of hemA
",,,,,5'UTR of hemA,,,S1065,,,
new_3187402_3187502,S1185,101,"new RNA feature, 5'UTR of bslA
",,,,,5'UTR of bslA,,,S1185,,,
new_3228712_3228777,S1204,66,"new RNA feature, 5'UTR of patB
",,,,,5'UTR of patB,,,S1204,,,
new_615623_615761_c,S200,139,"new RNA feature, 5'UTR of ydhB
",,,,,5'UTR of ydhB,,,S200,,,
BSU32850,fadM,906,"fatty acid degradation, similar to proline dehydrogenase",9.38,34.298,302,fatty acid degradation,unknown,no,,"fadM,yusM",,,
BSU39480,yxeO,747,putative S-(2-succino)cysteine [SW|ABC transporter] (ATP-binding protein),7.37,27.593,249,uptake and utilization of S-(2-succino)cysteine,putative S-(2-succino)cysteine [SW|ABC transporter] (ATP-binding protein),no,,yxeO,,,
new_2169927_2169994,S771,68,"new RNA feature, 3'UTR of yosA
",,,,,3'UTR of yosA,,,S771,,,
BSU25440,yqeU,768,unknown,5.29,28.6517,256,unknown,unknown,no,,yqeU,,,
BSU10030,hit,435,Hit-like protein involved in cell-cycle regulation,6.13,16.1568,145,cell-cycle regulation,Hit-like protein involved in cell-cycle regulation,no,,"hit,yhaE",,,
BSU28580,mutSB,2355,probable DNA mismatch repair protein,5.79,87.2271,785,DNA repair,probable DNA mismatch repair protein,no,,"mutSB,yshD, mutS2",,,
BSU31580,maeN,1344,Na+/malate symporter,8.41,47.6612,448,malate uptake,Na+/malate symporter,no,,"maeN,yufR",,,
BSU35180,csbA,228,"general stress protein, required for protection against paraquat stress",9.3,8.3274,76,protection against paraquat stress,unknown,no,,csbA,,,
BSU37680,bacG,777,short chain reductase involved in bacilysin synthesis,6.6,27.8708,259,biosynthesis of the antibiotic bacilysin,short chain reductase,no,,"bacG,ipa-86r, ywfH",,,
